img_path;count
data\train\images\5711.tif;178
data\train\images\5712.tif;184
data\train\images\5713.tif;126
data\train\images\5714.tif;157
data\train\images\5715.tif;143
data\train\images\5716.tif;201
data\train\images\5717.tif;337
data\train\images\5718.tif;225
data\train\images\5719.tif;184
data\train\images\572.tif;765
data\train\images\5720.tif;129
data\train\images\5721.tif;183
data\train\images\5722.tif;247
data\train\images\5723.tif;353
data\train\images\5724.tif;168
data\train\images\5725.tif;252
data\train\images\5726.tif;111
data\train\images\5727.tif;188
data\train\images\5728.tif;179
data\train\images\5729.tif;120
data\train\images\573.tif;703
data\train\images\5730.tif;159
data\train\images\5731.tif;140
data\train\images\5732.tif;111
data\train\images\5733.tif;205
data\train\images\5734.tif;143
data\train\images\5735.tif;147
data\train\images\5736.tif;129
data\train\images\5737.tif;158
data\train\images\5738.tif;122
data\train\images\5739.tif;414
data\train\images\574.tif;356
data\train\images\5740.tif;189
data\train\images\5741.tif;275
data\train\images\5742.tif;137
data\train\images\5743.tif;119
data\train\images\5744.tif;276
data\train\images\5745.tif;106
data\train\images\5746.tif;143
data\train\images\5747.tif;243
data\train\images\5748.tif;225
data\train\images\5749.tif;309
data\train\images\575.tif;471
data\train\images\5750.tif;467
data\train\images\5751.tif;127
data\train\images\5752.tif;255
data\train\images\5753.tif;144
data\train\images\5754.tif;240
data\train\images\5755.tif;232
data\train\images\5756.tif;356
data\train\images\5757.tif;1002
data\train\images\5758.tif;773
data\train\images\5759.tif;457
data\train\images\576.tif;448
data\train\images\5760.tif;175
data\train\images\5761.tif;1397
data\train\images\5762.tif;53
data\train\images\5763.tif;226
data\train\images\5764.tif;110
data\train\images\5765.tif;58
data\train\images\5766.tif;762
data\train\images\5767.tif;4
data\train\images\5768.tif;399
data\train\images\5769.tif;215
data\train\images\577.tif;431
data\train\images\5770.tif;82
data\train\images\5771.tif;147
data\train\images\5772.tif;1088
data\train\images\5773.tif;296
data\train\images\5774.tif;90
data\train\images\5775.tif;2366
data\train\images\5776.tif;188
data\train\images\5777.tif;1704
data\train\images\5778.tif;68
data\train\images\5779.tif;425
data\train\images\578.tif;135
data\train\images\5780.tif;165
data\train\images\5781.tif;87
data\train\images\5782.tif;823
data\train\images\5783.tif;106
data\train\images\5784.tif;401
data\train\images\5785.tif;242
data\train\images\5786.tif;165
data\train\images\5787.tif;835
data\train\images\5788.tif;299
data\train\images\5789.tif;1569
data\train\images\579.tif;398
data\train\images\5790.tif;128
data\train\images\5791.tif;130
data\train\images\5792.tif;232
data\train\images\5793.tif;274
data\train\images\5794.tif;1150
data\train\images\5795.tif;139
data\train\images\5796.tif;30
data\train\images\5797.tif;869
data\train\images\5798.tif;118
data\train\images\5799.tif;432
data\train\images\58.tif;84
data\train\images\580.tif;381
data\train\images\5800.tif;116
data\train\images\5801.tif;728
data\train\images\5802.tif;167
data\train\images\5803.tif;780
data\train\images\5804.tif;262
data\train\images\5805.tif;243
data\train\images\5806.tif;755
data\train\images\5807.tif;168
data\train\images\5808.tif;332
data\train\images\5809.tif;1439
data\train\images\581.tif;324
data\train\images\5810.tif;128
data\train\images\5811.tif;86
data\train\images\5812.tif;87
data\train\images\5813.tif;196
data\train\images\5814.tif;164
data\train\images\5815.tif;319
data\train\images\5816.tif;1251
data\train\images\5817.tif;166
data\train\images\5818.tif;2264
data\train\images\5819.tif;339
data\train\images\582.tif;193
data\train\images\5820.tif;172
data\train\images\5821.tif;460
data\train\images\5822.tif;119
data\train\images\5823.tif;91
data\train\images\5824.tif;48
data\train\images\5825.tif;95
data\train\images\5826.tif;146
data\train\images\5827.tif;60
data\train\images\5828.tif;228
data\train\images\5829.tif;955
data\train\images\583.tif;470
data\train\images\5830.tif;212
data\train\images\5831.tif;203
data\train\images\5832.tif;295
data\train\images\5833.tif;262
data\train\images\5834.tif;101
data\train\images\5835.tif;509
data\train\images\5836.tif;1340
data\train\images\5837.tif;357
data\train\images\5838.tif;48
data\train\images\5839.tif;1637
data\train\images\584.tif;299
data\train\images\5840.tif;51
data\train\images\5841.tif;470
data\train\images\5842.tif;719
data\train\images\5843.tif;210
data\train\images\5844.tif;125
data\train\images\5845.tif;276
data\train\images\5846.tif;99
data\train\images\5847.tif;558
data\train\images\5848.tif;720
data\train\images\5849.tif;167
data\train\images\585.tif;83
data\train\images\5850.tif;76
data\train\images\5851.tif;1369
data\train\images\5852.tif;321
data\train\images\5853.tif;1307
data\train\images\5854.tif;290
data\train\images\5855.tif;1743
data\train\images\5856.tif;129
data\train\images\5857.tif;91
data\train\images\5858.tif;330
data\train\images\5859.tif;585
data\train\images\586.tif;838
data\train\images\5860.tif;473
data\train\images\5861.tif;191
data\train\images\5862.tif;100
data\train\images\5863.tif;441
data\train\images\5864.tif;1324
data\train\images\5865.tif;362
data\train\images\5866.tif;480
data\train\images\5867.tif;101
data\train\images\5868.tif;219
data\train\images\5869.tif;616
data\train\images\587.tif;277
data\train\images\5870.tif;121
data\train\images\5871.tif;97
data\train\images\5872.tif;301
data\train\images\5873.tif;104
data\train\images\5874.tif;97
data\train\images\5875.tif;323
data\train\images\5876.tif;143
data\train\images\5877.tif;47
data\train\images\5878.tif;850
data\train\images\5879.tif;190
data\train\images\588.tif;342
data\train\images\5880.tif;1283
data\train\images\5881.tif;325
data\train\images\5882.tif;1484
data\train\images\5883.tif;204
data\train\images\5884.tif;1074
data\train\images\5885.tif;150
data\train\images\5886.tif;756
data\train\images\5887.tif;489
data\train\images\5888.tif;1158
data\train\images\5889.tif;229
data\train\images\589.tif;238
data\train\images\5890.tif;732
data\train\images\5891.tif;1413
data\train\images\5892.tif;176
data\train\images\5893.tif;894
data\train\images\5894.tif;788
data\train\images\5895.tif;213
data\train\images\5896.tif;1474
data\train\images\5897.tif;219
data\train\images\5898.tif;1059
data\train\images\5899.tif;205
data\train\images\59.tif;63
data\train\images\590.tif;413
data\train\images\5900.tif;698
data\train\images\5901.tif;1270
data\train\images\5902.tif;127
data\train\images\5903.tif;1218
data\train\images\5904.tif;325
data\train\images\5905.tif;368
data\train\images\5906.tif;229
data\train\images\5907.tif;1560
data\train\images\5908.tif;2588
data\train\images\5909.tif;289
data\train\images\591.tif;483
data\train\images\5910.tif;191
data\train\images\5911.tif;836
data\train\images\5912.tif;264
data\train\images\5913.tif;38
data\train\images\5914.tif;1019
data\train\images\5915.tif;116
data\train\images\5916.tif;91
data\train\images\5917.tif;270
data\train\images\5918.tif;1117
data\train\images\5919.tif;155
data\train\images\592.tif;311
data\train\images\5920.tif;101
data\train\images\5921.tif;189
data\train\images\5922.tif;395
data\train\images\5923.tif;73
data\train\images\5924.tif;261
data\train\images\5925.tif;303
data\train\images\5926.tif;177
data\train\images\5927.tif;151
data\train\images\5928.tif;86
data\train\images\5929.tif;316
data\train\images\593.tif;430
data\train\images\5930.tif;1242
data\train\images\5931.tif;234
data\train\images\5932.tif;111
data\train\images\5933.tif;88
data\train\images\5934.tif;1523
data\train\images\5935.tif;215
data\train\images\5936.tif;235
data\train\images\5937.tif;150
data\train\images\5938.tif;70
data\train\images\5939.tif;150
data\train\images\594.tif;323
data\train\images\5940.tif;1111
data\train\images\5941.tif;1905
data\train\images\5942.tif;159
data\train\images\5943.tif;1683
data\train\images\5944.tif;304
data\train\images\5945.tif;547
data\train\images\5946.tif;78
data\train\images\5947.tif;1020
data\train\images\5948.tif;136
data\train\images\5949.tif;116
data\train\images\595.tif;608
data\train\images\5950.tif;244
data\train\images\5951.tif;1147
data\train\images\5952.tif;138
data\train\images\5953.tif;279
data\train\images\5954.tif;31
data\train\images\5955.tif;366
data\train\images\5956.tif;1027
data\train\images\5957.tif;153
data\train\images\5958.tif;129
data\train\images\5959.tif;132
data\train\images\596.tif;559
data\train\images\5960.tif;104
data\train\images\5961.tif;1343
data\train\images\5962.tif;281
data\train\images\5963.tif;914
data\train\images\5964.tif;1424
data\train\images\5965.tif;228
data\train\images\5966.tif;113
data\train\images\5967.tif;96
data\train\images\5968.tif;125
data\train\images\5969.tif;9
data\train\images\597.tif;821
data\train\images\5970.tif;871
data\train\images\5971.tif;360
data\train\images\5972.tif;326
data\train\images\5973.tif;166
data\train\images\5974.tif;1551
data\train\images\5975.tif;197
data\train\images\5976.tif;74
data\train\images\5977.tif;156
data\train\images\5978.tif;98
data\train\images\5979.tif;2107
data\train\images\598.tif;278
data\train\images\5980.tif;140
data\train\images\5981.tif;192
data\train\images\5982.tif;133
data\train\images\5983.tif;47
data\train\images\5984.tif;93
data\train\images\5985.tif;313
data\train\images\5986.tif;78
data\train\images\5987.tif;1152
data\train\images\5988.tif;231
data\train\images\5989.tif;227
data\train\images\599.tif;274
data\train\images\5990.tif;1923
data\train\images\5991.tif;118
data\train\images\5992.tif;117
data\train\images\5993.tif;134
data\train\images\5994.tif;975
data\train\images\5995.tif;230
data\train\images\5996.tif;70
data\train\images\5997.tif;34
data\train\images\5998.tif;720
data\train\images\5999.tif;1536
data\train\images\6.tif;36
data\train\images\60.tif;70
data\train\images\600.tif;266
data\train\images\6000.tif;164
data\train\images\6001.tif;196
data\train\images\6002.tif;1133
data\train\images\6003.tif;1877
data\train\images\6004.tif;170
data\train\images\6005.tif;119
data\train\images\6006.tif;1148
data\train\images\6007.tif;203
data\train\images\6008.tif;157
data\train\images\6009.tif;84
data\train\images\601.tif;501
data\train\images\6010.tif;82
data\train\images\6011.tif;471
data\train\images\6012.tif;182
data\train\images\6013.tif;153
data\train\images\6014.tif;1790
data\train\images\6015.tif;108
data\train\images\6016.tif;112
data\train\images\6017.tif;167
data\train\images\6018.tif;530
data\train\images\6019.tif;59
data\train\images\602.tif;349
data\train\images\6020.tif;93
data\train\images\6021.tif;174
data\train\images\6022.tif;647
data\train\images\6023.tif;728
data\train\images\6024.tif;263
data\train\images\6025.tif;576
data\train\images\6026.tif;135
data\train\images\6027.tif;154
data\train\images\6028.tif;34
data\train\images\6029.tif;157
data\train\images\603.tif;235
data\train\images\6030.tif;28
data\train\images\6031.tif;428
data\train\images\6032.tif;829
data\train\images\6033.tif;127
data\train\images\6034.tif;1289
data\train\images\6035.tif;106
data\train\images\6036.tif;144
data\train\images\6037.tif;225
data\train\images\6038.tif;158
data\train\images\6039.tif;1790
data\train\images\604.tif;233
data\train\images\6040.tif;229
data\train\images\6041.tif;131
data\train\images\6042.tif;693
data\train\images\6043.tif;149
data\train\images\6044.tif;116
data\train\images\6045.tif;695
data\train\images\6046.tif;158
data\train\images\6047.tif;131
data\train\images\6048.tif;49
data\train\images\6049.tif;243
data\train\images\605.tif;226
data\train\images\6050.tif;143
data\train\images\6051.tif;151
data\train\images\6052.tif;226
data\train\images\6053.tif;30
data\train\images\6054.tif;1426
data\train\images\6055.tif;258
data\train\images\6056.tif;268
data\train\images\6057.tif;109
data\train\images\6058.tif;451
data\train\images\6059.tif;182
data\train\images\606.tif;323
data\train\images\6060.tif;51
data\train\images\6061.tif;168
data\train\images\6062.tif;569
data\train\images\6063.tif;132
data\train\images\6064.tif;111
data\train\images\6065.tif;1410
data\train\images\6066.tif;108
data\train\images\6067.tif;98
data\train\images\6068.tif;1483
data\train\images\6069.tif;164
data\train\images\607.tif;247
data\train\images\6070.tif;1068
data\train\images\6071.tif;118
data\train\images\6072.tif;122
data\train\images\6073.tif;883
data\train\images\6074.tif;250
data\train\images\6075.tif;586
data\train\images\6076.tif;1523
data\train\images\6077.tif;47
data\train\images\6078.tif;177
data\train\images\6079.tif;1057
data\train\images\608.tif;277
data\train\images\6080.tif;2714
data\train\images\6081.tif;216
data\train\images\6082.tif;427
data\train\images\6083.tif;154
data\train\images\6084.tif;612
data\train\images\6085.tif;851
data\train\images\6086.tif;182
data\train\images\6087.tif;491
data\train\images\6088.tif;1575
data\train\images\6089.tif;250
data\train\images\609.tif;442
data\train\images\6090.tif;835
data\train\images\6091.tif;1101
data\train\images\6092.tif;2205
data\train\images\6093.tif;117
data\train\images\6094.tif;339
data\train\images\6095.tif;76
data\train\images\6096.tif;355
data\train\images\6097.tif;647
data\train\images\6098.tif;154
data\train\images\6099.tif;385
data\train\images\61.tif;77
data\train\images\610.tif;317
data\train\images\6100.tif;132
data\train\images\6101.tif;1336
data\train\images\6102.tif;203
data\train\images\6103.tif;1270
data\train\images\6104.tif;476
data\train\images\6105.tif;116
data\train\images\6106.tif;202
data\train\images\6107.tif;749
data\train\images\6108.tif;1841
data\train\images\6109.tif;225
data\train\images\611.tif;146
data\train\images\6110.tif;231
data\train\images\6111.tif;99
data\train\images\6112.tif;133
data\train\images\6113.tif;211
data\train\images\6114.tif;28
data\train\images\6115.tif;896
data\train\images\6116.tif;139
data\train\images\6117.tif;344
data\train\images\6118.tif;97
data\train\images\6119.tif;614
data\train\images\612.tif;36
data\train\images\6120.tif;600
data\train\images\6121.tif;208
data\train\images\6122.tif;1456
data\train\images\6123.tif;1176
data\train\images\6124.tif;282
data\train\images\6125.tif;236
data\train\images\6126.tif;202
data\train\images\6127.tif;646
data\train\images\6128.tif;723
data\train\images\6129.tif;533
data\train\images\613.tif;577
data\train\images\6130.tif;196
data\train\images\6131.tif;104
data\train\images\6132.tif;40
data\train\images\6133.tif;88
data\train\images\6134.tif;578
data\train\images\6135.tif;182
data\train\images\6136.tif;1403
data\train\images\6137.tif;145
data\train\images\6138.tif;116
data\train\images\6139.tif;102
data\train\images\614.tif;480
data\train\images\6140.tif;104
data\train\images\6141.tif;174
data\train\images\6142.tif;1208
data\train\images\6143.tif;150
data\train\images\6144.tif;383
data\train\images\6145.tif;162
data\train\images\6146.tif;170
data\train\images\6147.tif;151
data\train\images\6148.tif;1515
data\train\images\6149.tif;131
data\train\images\615.tif;47
data\train\images\6150.tif;1020
data\train\images\6151.tif;73
data\train\images\6152.tif;109
data\train\images\6153.tif;120
data\train\images\6154.tif;1353
data\train\images\6155.tif;165
data\train\images\6156.tif;116
data\train\images\6157.tif;595
data\train\images\6158.tif;540
data\train\images\6159.tif;69
data\train\images\616.tif;504
data\train\images\6160.tif;401
data\train\images\6161.tif;296
data\train\images\6162.tif;204
data\train\images\6163.tif;318
data\train\images\6164.tif;1281
data\train\images\6165.tif;688
data\train\images\6166.tif;1634
data\train\images\6167.tif;366
data\train\images\6168.tif;2341
data\train\images\6169.tif;790
data\train\images\617.tif;203
data\train\images\6170.tif;107
data\train\images\6171.tif;175
data\train\images\6172.tif;1694
data\train\images\6173.tif;195
data\train\images\6174.tif;186
data\train\images\6175.tif;94
data\train\images\6176.tif;747
data\train\images\6177.tif;304
data\train\images\6178.tif;1252
data\train\images\6179.tif;399
data\train\images\618.tif;824
data\train\images\6180.tif;292
data\train\images\6181.tif;152
data\train\images\6182.tif;248
data\train\images\6183.tif;161
data\train\images\6184.tif;1348
data\train\images\6185.tif;181
data\train\images\6186.tif;757
data\train\images\6187.tif;62
data\train\images\6188.tif;935
data\train\images\6189.tif;204
data\train\images\619.tif;499
data\train\images\6190.tif;133
data\train\images\6191.tif;1027
data\train\images\6192.tif;508
data\train\images\6193.tif;288
data\train\images\6194.tif;102
data\train\images\6195.tif;131
data\train\images\6196.tif;271
data\train\images\6197.tif;1419
data\train\images\6198.tif;74
data\train\images\6199.tif;343
data\train\images\62.tif;49
data\train\images\620.tif;153
data\train\images\6200.tif;427
data\train\images\6201.tif;105
data\train\images\6202.tif;1293
data\train\images\6203.tif;122
data\train\images\6204.tif;1232
data\train\images\6205.tif;145
data\train\images\6206.tif;282
data\train\images\6207.tif;242
data\train\images\6208.tif;74
data\train\images\6209.tif;717
data\train\images\621.tif;220
data\train\images\6210.tif;157
data\train\images\6211.tif;1625
data\train\images\6212.tif;131
data\train\images\6213.tif;648
data\train\images\6214.tif;289
data\train\images\6215.tif;644
data\train\images\6216.tif;136
data\train\images\6217.tif;111
data\train\images\6218.tif;378
data\train\images\6219.tif;950
data\train\images\622.tif;525
data\train\images\6220.tif;540
data\train\images\6221.tif;149
data\train\images\6222.tif;2052
data\train\images\6223.tif;157
data\train\images\6224.tif;970
data\train\images\6225.tif;207
data\train\images\6226.tif;957
data\train\images\6227.tif;161
data\train\images\6228.tif;160
data\train\images\6229.tif;1172
data\train\images\623.tif;438
data\train\images\6230.tif;174
data\train\images\6231.tif;669
data\train\images\6232.tif;156
data\train\images\6233.tif;113
data\train\images\6234.tif;135
data\train\images\6235.tif;166
data\train\images\6236.tif;98
data\train\images\6237.tif;1261
data\train\images\6238.tif;458
data\train\images\6239.tif;197
data\train\images\624.tif;243
data\train\images\6240.tif;100
data\train\images\6241.tif;133
data\train\images\6242.tif;418
data\train\images\6243.tif;79
data\train\images\6244.tif;136
data\train\images\6245.tif;103
data\train\images\6246.tif;564
data\train\images\6247.tif;1019
data\train\images\6248.tif;141
data\train\images\6249.tif;1135
data\train\images\625.tif;339
data\train\images\6250.tif;219
data\train\images\6251.tif;35
data\train\images\6252.tif;1150
data\train\images\6253.tif;100
data\train\images\6254.tif;125
data\train\images\6255.tif;1078
data\train\images\6256.tif;195
data\train\images\6257.tif;82
data\train\images\6258.tif;152
data\train\images\6259.tif;111
data\train\images\626.tif;171
data\train\images\6260.tif;1977
data\train\images\6261.tif;159
data\train\images\6262.tif;35
data\train\images\6263.tif;1427
data\train\images\6264.tif;147
data\train\images\6265.tif;233
data\train\images\6266.tif;84
data\train\images\6267.tif;77
data\train\images\6268.tif;727
data\train\images\6269.tif;166
data\train\images\627.tif;383
data\train\images\6270.tif;110
data\train\images\6271.tif;278
data\train\images\6272.tif;412
data\train\images\6273.tif;74
data\train\images\6274.tif;996
data\train\images\6275.tif;196
data\train\images\6276.tif;63
data\train\images\6277.tif;968
data\train\images\6278.tif;37
data\train\images\6279.tif;314
data\train\images\628.tif;210
data\train\images\6280.tif;147
data\train\images\6281.tif;2174
data\train\images\6282.tif;147
data\train\images\6283.tif;143
data\train\images\6284.tif;3015
data\train\images\6285.tif;142
data\train\images\6286.tif;229
data\train\images\6287.tif;202
data\train\images\6288.tif;957
data\train\images\6289.tif;799
data\train\images\629.tif;444
data\train\images\6290.tif;256
data\train\images\6291.tif;88
data\train\images\6292.tif;374
data\train\images\6293.tif;135
data\train\images\6294.tif;2116
data\train\images\6295.tif;1712
data\train\images\6296.tif;985
data\train\images\6297.tif;51
data\train\images\6298.tif;98
data\train\images\6299.tif;174
data\train\images\63.tif;55
data\train\images\630.tif;619
data\train\images\6300.tif;933
data\train\images\6301.tif;369
data\train\images\6302.tif;1663
data\train\images\6303.tif;43
data\train\images\6304.tif;1425
data\train\images\6305.tif;442
data\train\images\6306.tif;588
data\train\images\6307.tif;244
data\train\images\6308.tif;817
data\train\images\6309.tif;235
data\train\images\631.tif;419
data\train\images\6310.tif;104
data\train\images\6311.tif;198
data\train\images\6312.tif;300
data\train\images\6313.tif;144
data\train\images\6314.tif;120
data\train\images\6315.tif;203
data\train\images\6316.tif;130
data\train\images\6317.tif;53
data\train\images\6318.tif;59
data\train\images\6319.tif;61
data\train\images\632.tif;319
data\train\images\6320.tif;56
data\train\images\6321.tif;78
data\train\images\6322.tif;36
data\train\images\6323.tif;43
data\train\images\6324.tif;89
data\train\images\6325.tif;38
data\train\images\6326.tif;46
data\train\images\6327.tif;68
data\train\images\6328.tif;76
data\train\images\6329.tif;63
data\train\images\633.tif;45
data\train\images\6330.tif;89
data\train\images\6331.tif;43
data\train\images\6332.tif;45
data\train\images\6333.tif;54
data\train\images\6334.tif;38
data\train\images\6335.tif;37
data\train\images\6336.tif;63
data\train\images\6337.tif;76
data\train\images\6338.tif;66
data\train\images\6339.tif;83
data\train\images\634.tif;455
data\train\images\6340.tif;76
data\train\images\6341.tif;132
data\train\images\6342.tif;51
data\train\images\6343.tif;73
data\train\images\6344.tif;51
data\train\images\6345.tif;48
data\train\images\6346.tif;68
data\train\images\6347.tif;42
data\train\images\6348.tif;52
data\train\images\6349.tif;62
data\train\images\635.tif;263
data\train\images\6350.tif;109
data\train\images\6351.tif;84
data\train\images\6352.tif;67
data\train\images\6353.tif;110
data\train\images\6354.tif;63
data\train\images\6355.tif;121
data\train\images\6356.tif;50
data\train\images\6357.tif;62
data\train\images\6358.tif;53
data\train\images\6359.tif;105
data\train\images\636.tif;289
data\train\images\6360.tif;78
data\train\images\6361.tif;44
data\train\images\6362.tif;73
data\train\images\6363.tif;101
data\train\images\6364.tif;47
data\train\images\6365.tif;51
data\train\images\6366.tif;58
data\train\images\6367.tif;30
data\train\images\6368.tif;62
data\train\images\6369.tif;112
data\train\images\637.tif;227
data\train\images\6370.tif;86
data\train\images\6371.tif;51
data\train\images\6372.tif;41
data\train\images\6373.tif;71
data\train\images\6374.tif;84
data\train\images\6375.tif;63
data\train\images\6376.tif;70
data\train\images\6377.tif;77
data\train\images\6378.tif;49
data\train\images\6379.tif;55
data\train\images\638.tif;453
data\train\images\6380.tif;56
data\train\images\6381.tif;50
data\train\images\6382.tif;77
data\train\images\6383.tif;29
data\train\images\6384.tif;137
data\train\images\6385.tif;49
data\train\images\6386.tif;40
data\train\images\6387.tif;34
data\train\images\6388.tif;43
data\train\images\6389.tif;55
data\train\images\639.tif;306
data\train\images\6390.tif;68
data\train\images\6391.tif;79
data\train\images\6392.tif;61
data\train\images\6393.tif;64
data\train\images\6394.tif;75
data\train\images\6395.tif;60
data\train\images\6396.tif;68
data\train\images\6397.tif;96
data\train\images\6398.tif;28
data\train\images\6399.tif;60
data\train\images\64.tif;56
data\train\images\640.tif;469
data\train\images\6400.tif;41
data\train\images\6401.tif;65
data\train\images\6402.tif;64
data\train\images\6403.tif;58
data\train\images\6404.tif;32
data\train\images\6405.tif;47
data\train\images\6406.tif;61
data\train\images\6407.tif;65
data\train\images\6408.tif;57
data\train\images\6409.tif;75
data\train\images\641.tif;271
data\train\images\6410.tif;73
data\train\images\6411.tif;47
data\train\images\6412.tif;21
data\train\images\6413.tif;76
data\train\images\6414.tif;52
data\train\images\6415.tif;47
data\train\images\6416.tif;65
data\train\images\6417.tif;114
data\train\images\6418.tif;59
data\train\images\6419.tif;37
data\train\images\642.tif;432
data\train\images\6420.tif;74
data\train\images\6421.tif;56
data\train\images\6422.tif;68
data\train\images\6423.tif;71
data\train\images\6424.tif;56
data\train\images\6425.tif;57
data\train\images\6426.tif;41
data\train\images\6427.tif;45
data\train\images\6428.tif;112
data\train\images\6429.tif;41
data\train\images\643.tif;539
data\train\images\6430.tif;75
data\train\images\6431.tif;50
data\train\images\6432.tif;103
data\train\images\6433.tif;95
data\train\images\6434.tif;74
data\train\images\6435.tif;44
data\train\images\6436.tif;28
data\train\images\6437.tif;34
data\train\images\6438.tif;82
data\train\images\6439.tif;53
data\train\images\644.tif;1043
data\train\images\6440.tif;39
data\train\images\6441.tif;50
data\train\images\6442.tif;74
data\train\images\6443.tif;58
data\train\images\6444.tif;64
data\train\images\6445.tif;74
data\train\images\6446.tif;50
data\train\images\6447.tif;62
data\train\images\6448.tif;77
data\train\images\6449.tif;86
data\train\images\645.tif;169
data\train\images\6450.tif;21
data\train\images\6451.tif;35
data\train\images\6452.tif;43
data\train\images\6453.tif;120
data\train\images\6454.tif;55
data\train\images\6455.tif;50
data\train\images\6456.tif;40
data\train\images\6457.tif;76
data\train\images\6458.tif;61
data\train\images\6459.tif;64
data\train\images\646.tif;197
data\train\images\6460.tif;28
data\train\images\6461.tif;48
data\train\images\6462.tif;59
data\train\images\6463.tif;78
data\train\images\6464.tif;54
data\train\images\6465.tif;70
data\train\images\6466.tif;51
data\train\images\6467.tif;60
data\train\images\6468.tif;43
data\train\images\6469.tif;39
data\train\images\647.tif;181
data\train\images\6470.tif;34
data\train\images\6471.tif;56
data\train\images\6472.tif;45
data\train\images\6473.tif;58
data\train\images\6474.tif;87
data\train\images\6475.tif;61
data\train\images\6476.tif;67
data\train\images\6477.tif;91
data\train\images\6478.tif;64
data\train\images\6479.tif;37
data\train\images\648.tif;501
data\train\images\6480.tif;70
data\train\images\6481.tif;58
data\train\images\6482.tif;29
data\train\images\6483.tif;69
data\train\images\6484.tif;64
data\train\images\6485.tif;48
data\train\images\6486.tif;32
data\train\images\6487.tif;79
data\train\images\6488.tif;66
data\train\images\6489.tif;81
data\train\images\649.tif;554
data\train\images\6490.tif;39
data\train\images\6491.tif;60
data\train\images\6492.tif;72
data\train\images\6493.tif;56
data\train\images\6494.tif;114
data\train\images\6495.tif;50
data\train\images\6496.tif;78
data\train\images\6497.tif;79
data\train\images\6498.tif;38
data\train\images\6499.tif;59
data\train\images\65.tif;50
data\train\images\650.tif;216
data\train\images\6500.tif;62
data\train\images\6501.tif;54
data\train\images\6502.tif;110
data\train\images\6503.tif;27
data\train\images\6504.tif;60
data\train\images\6505.tif;67
data\train\images\6506.tif;44
data\train\images\6507.tif;90
data\train\images\6508.tif;33
data\train\images\6509.tif;85
data\train\images\651.tif;219
data\train\images\6510.tif;83
data\train\images\6511.tif;70
data\train\images\6512.tif;78
data\train\images\6513.tif;81
data\train\images\6514.tif;59
data\train\images\6515.tif;45
data\train\images\6516.tif;42
data\train\images\6517.tif;59
data\train\images\6518.tif;41
data\train\images\6519.tif;43
data\train\images\652.tif;160
data\train\images\6520.tif;55
data\train\images\6521.tif;48
data\train\images\6522.tif;34
data\train\images\6523.tif;22
data\train\images\6524.tif;62
data\train\images\6525.tif;66
data\train\images\6526.tif;59
data\train\images\6527.tif;76
data\train\images\6528.tif;56
data\train\images\6529.tif;44
data\train\images\653.tif;338
data\train\images\6530.tif;60
data\train\images\6531.tif;41
data\train\images\6532.tif;25
data\train\images\6533.tif;26
data\train\images\6534.tif;53
data\train\images\6535.tif;54
data\train\images\6536.tif;33
data\train\images\6537.tif;59
data\train\images\6538.tif;39
data\train\images\6539.tif;46
data\train\images\654.tif;201
data\train\images\6540.tif;88
data\train\images\6541.tif;38
data\train\images\6542.tif;49
data\train\images\6543.tif;51
data\train\images\6544.tif;69
data\train\images\6545.tif;50
data\train\images\6546.tif;63
data\train\images\6547.tif;38
data\train\images\6548.tif;82
data\train\images\6549.tif;75
data\train\images\655.tif;370
data\train\images\6550.tif;61
data\train\images\6551.tif;34
data\train\images\6552.tif;41
data\train\images\6553.tif;56
data\train\images\6554.tif;96
data\train\images\6555.tif;83
data\train\images\6556.tif;53
data\train\images\6557.tif;48
data\train\images\6558.tif;79
data\train\images\6559.tif;59
data\train\images\656.tif;517
data\train\images\6560.tif;58
data\train\images\6561.tif;83
data\train\images\6562.tif;43
data\train\images\6563.tif;41
data\train\images\6564.tif;34
data\train\images\6565.tif;67
data\train\images\6566.tif;44
data\train\images\6567.tif;63
data\train\images\6568.tif;46
data\train\images\6569.tif;53
data\train\images\657.tif;456
data\train\images\6570.tif;112
data\train\images\6571.tif;64
data\train\images\6572.tif;88
data\train\images\6573.tif;36
data\train\images\6574.tif;42
data\train\images\6575.tif;41
data\train\images\6576.tif;69
data\train\images\6577.tif;66
data\train\images\6578.tif;31
data\train\images\6579.tif;64
data\train\images\658.tif;169
data\train\images\6580.tif;40
data\train\images\6581.tif;43
data\train\images\6582.tif;51
data\train\images\6583.tif;63
data\train\images\6584.tif;29
data\train\images\6585.tif;76
data\train\images\6586.tif;48
data\train\images\6587.tif;82
data\train\images\6588.tif;45
data\train\images\6589.tif;190
data\train\images\659.tif;376
data\train\images\6590.tif;192
data\train\images\6591.tif;59
data\train\images\6592.tif;46
data\train\images\6593.tif;37
data\train\images\6594.tif;53
data\train\images\6595.tif;33
data\train\images\6596.tif;67
data\train\images\6597.tif;60
data\train\images\6598.tif;62
data\train\images\6599.tif;59
data\train\images\66.tif;77
data\train\images\660.tif;409
data\train\images\6600.tif;53
data\train\images\6601.tif;93
data\train\images\6602.tif;62
data\train\images\6603.tif;58
data\train\images\6604.tif;42
data\train\images\6605.tif;59
data\train\images\6606.tif;72
data\train\images\6607.tif;76
data\train\images\6608.tif;132
data\train\images\6609.tif;50
data\train\images\661.tif;378
